bibtype,title,volume,issn,doi,abstract,number,journal,author,year,keywords,pages,language,month,url,booktitle,address,series,isbn,publisher,editor
InProceedings,Toward robotic companions that enhance psychological wellbeing with smartphone technology,NA,NA,10.1145/3029798.3034803,"Despite the fact that depression is becoming more and more prevalent, mental healthcare still has high barriers for many people. In order to lower these barriers, we plan to study the efficacy of using socially assistive robots with mobile phone technology to improve people's psychological wellbeing. We propose a longitudinal experimental study that explores (1) the impact of a social agent's physical presence on therapeutic interactions and (2) the benefits of leveraging mobile phone data to personalize and intelligently select psychological interventions for maximized therapeutic effect. Results from the study will provide insights into interactive technologies that deeply understand individuals. Â© 2017 Authors.",NA,NA,S. Jeong and C. Breazeal,2017,"mHealth, Psychological well-being, Mobile phones, Smartphones, Cellular telephones, Telephone sets, Wellbeing, Cellular telephone systems, Signal encoding, Robots, Human robot interaction, Interactive technology, Man machine systems, Mobile phone technology, Social robots, Socially assistive robots, Therapeutic effects, Virtual agent",345--346,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016408317&doi=10.1145%2f3029798.3034803&partnerID=40&md5=11d1395eb51c1e20b600b8368289988a,{ACM}/{IEEE} {International} {Conference} on {Human}-{Robot} {Interaction},NA,NA,NA,NA,NA
Article,Development and refinement of a clinician intervention to facilitate primary care patient use of the {PTSD} {Coach} app,7,NA,10.1007/s13142-016-0393-9,"Posttraumatic stress disorder (PTSD) is common and undertreated among Veterans Affairs (VA) primary care patients. A brief primary care intervention combining clinician support with a self-management mobile app (Clinician-Supported PTSD Coach, CS-PTSD Coach) may improve patient outcomes. This study developed and refined an intervention to provide clinician support to facilitate use of the PTSD Coach app and gathered VA provider and patient qualitative and quantitative feedback on CS-PTSD Coach to investigate preliminary acceptability and implementation barriers/facilitators. VA primary care providers and mental health leadership (N = 9) completed a survey and interview regarding implementation barriers and facilitators structured according to the Consolidated Framework for Implementation Research (CFIR). Clinicians who delivered CS-PTSD Coach (N = 3) and patients (N = 9) who received it provided feedback on the intervention and implementation process. CS-PTSD Coach has high provider and patient acceptability. Important implementation factors included that CS-PTSD Coach be compatible with the clinicsâ€™ current practices, have low complexity to implement, be perceived to address patient needs, and have strong support from leadership. Diverse factors related to CS-PTSD Coach delivery facilitate implementation, provide an opportunity to problem-solve barriers, and improve integration of the intervention into primary care. Â© 2016, Society of Behavioral Medicine (outside the US).",1,Translational Behavioral Medicine,K. Possemato and E. Kuhn and E.M. Johnson and J.E. Hoffman and E. Brooks,2017,"adult, Article, female, human, male, mobile application, priority journal, health care planning, patient care, primary health care, qualitative analysis, middle aged, treatment outcome, clinical practice, psychology, Adult, Female, Humans, Male, Middle Aged, procedures, feedback system, Mobile Applications, semi structured interview, physician, primary medical care, Primary Health Care, self care, utilization, Patient Acceptance of Health Care, patient attitude, Treatment Outcome, program acceptability, health care need, Self Care, posttraumatic stress disorder, Post-Traumatic, Stress Disorders, mentoring, Mentoring, constructive feedback, Formative Feedback, Industrial Development, industrialization, leadership, posttraumatic stress disorder coach application, veteran, Veterans",116--126,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015755115&doi=10.1007%2fs13142-016-0393-9&partnerID=40&md5=ac6f55713e8df79e15e8f87464d92f37,NA,NA,NA,NA,NA,NA
Article,Moodivate: {A} self-help behavioral activation mobile app for utilization in primary care-{Development} and clinical considerations,52,NA,10.1177/0091217417720899,"Depressive symptoms are highly prevalent and are associated with considerable functional impairment, significant public health costs, and heightened mortality risk. Individuals experiencing impairment due to depressive symptomatology are most likely to report their symptoms to a primary care provider. As such, national guidelines highlight the need to assess and effectively treat depression via primary care. Despite these guidelines, the dissemination of evidence-based psychotherapy via primary care is limited, likely due to both provider- and patient-level treatment barriers. Mobile health (mHealth) technologies are promising for addressing these barriers and for promoting uptake of evidence-based depression treatment. Among evidence-based psychotherapies for depression, brief Behavioral Activation Treatment for Depression (BATD) has shown great promise and is particularly amenable to mHealth delivery. Herein, we discuss the development of a BATD mobile application, Moodivate, that was developed in order to disseminate BATD via primary care. This paper focuses on description of (1) rationale for Moodivate treatment development, (2) Moodivate treatment components, (3) ongoing clinical trial evaluation of Moodivate, and (4) clinical considerations for incorporating Moodivate into clinical practice. Â© The Author(s) 2017.",2,International Journal of Psychiatry in Medicine,J. Dahne and C.W. Lejuez and J. Kustanowitz and J.W. Felton and V.A. Diaz and M.S. Player and M.J. Carpenter,2017,"female, human, male, mobile application, primary health care, telemedicine, psychotherapy, practice guideline, clinical trial, self help",160--175,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027221302&doi=10.1177%2f0091217417720899&partnerID=40&md5=c07fb1d9b40ff3b631591a81ce3f36ff,NA,NA,NA,NA,NA,NA
Article,A randomized controlled trial of a smartphone app for posttraumatic stress disorder symptoms,85,NA,10.1037/ccp0000163,"Objective: Posttraumatic stress disorder (PTSD) is highly prevalent in the population, but relatively few affected individuals receive treatment for it. Smartphone applications (apps) could help address this unmet need by offering sound psychoeducational information and evidence-based cognitive behavioral coping tools. We conducted a randomized controlled trial to assess the efficacy of a free, publicly available smartphone app (PTSD Coach) for self-management of PTSD symptoms. Method: One hundred 20 participants who were an average of 39 years old, mostly women (69.2\%) and White (66.7\%), recruited primarily through online advertisements, were randomized to either a PTSD Coach (n = 62) or a waitlist condition (n = 58) for 3 months. Web-administered self-report measures of PTSD, PTSD symptom coping self-efficacy, depression, and psychosocial functioning were conducted at baseline, posttreatment, and 3 months following treatment. Results: Following the intent-to-treat principle, repeated-measures analyses of variance (ANOVAs) revealed that at posttreatment, PTSD Coach participants had significantly greater improvements in PTSD symptoms (p =.035), depression symptoms (p =.005), and psychosocial functioning (p =.007) than did waitlist participants; however, at posttreatment, there were no significant mean differences in outcomes between conditions. A greater proportion of PTSD Coach participants achieved clinically significant PTSD symptom improvement (p =.018) than waitlist participants. Conclusion: PTSD Coach use resulted in significantly greater improvements in PTSD symptoms and other outcomes relative to a waitlist condition. Given the ubiquity of smartphones, PTSD Coach may provide a wide-reaching, convenient public health intervention for individuals with PTSD symptoms who are not receiving care. Â© 2017 American Psychological Association.",3,Journal of Consulting and Clinical Psychology,E. Kuhn and N. Kanuri and J.E. Hoffman and D.W. Garvert and J.I. Ruzek and C.B. Taylor,2017,"adult, Article, clinical effectiveness, controlled study, depression, female, human, male, mobile application, self report, randomized controlled trial, major clinical study, disease severity, psychology, Caucasian, Adult, Female, Humans, Male, cognitive therapy, Cognitive Therapy, procedures, smartphone, Mobile Applications, patient education, Patient Education as Topic, self care, advertising, self concept, Psychological, Adaptation, coping behavior, Self Care, Smartphone, posttraumatic stress disorder, Post-Traumatic, Stress Disorders, social psychology",267--273,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013484856&doi=10.1037%2fccp0000163&partnerID=40&md5=b8f35c4e1b08410759914f5038ec49d0,NA,NA,NA,NA,NA,NA
Article,Design and implementation of smartphone application for measurement and management of depressive emotions in adolescents using cognitive behavioral therapy,714,NA,10.1007/978-3-319-58753-0_47,"This follow-up study examines the development of smartphone application content for measuring and managing youth depression (Park et al. 2016) by designing and implementing a smart phone application that measures and manages depressive emotions in adolescents. This app facilitates specific, individualized analysis of depressive symptoms and a simple, continuous self-check. By avoiding one-time or comprehensive analysis and diagnosis of depression, the app will allow for continuous management of the psychological states. We also aim to provide practical counseling services. To achieve this goal, we examined not only existing studies on youth depression, but also depression-related applications that can be integrated as components of the mobile application. The smartphone application consists largely of tools to facilitate emotional management, anxiety and tension relaxation, changes in negative thinking, and consultation linkage. Â© Springer International Publishing AG 2017.",NA,Communications in Computer and Information Science,J.-S. Yoo and I.-S. Kim and J.-A. Gwon,2017,"Human computer interaction, Smartphones, Mental health, Mobile applications, Cognitive-behavioral therapies, Depression, Signal encoding, Smart-phone applications, Applications, Comprehensive analysis, Design and implementations, Psychological state",317--323,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025159652&doi=10.1007%2f978-3-319-58753-0_47&partnerID=40&md5=c9e7ec2ff802e4b768dd9d5a41251c77,NA,NA,NA,NA,NA,NA
Article,Ibobbly mobile health intervention for suicide prevention in {Australian} {Indigenous} youth: {A} pilot randomised controlled trial,7,NA,10.1136/bmjopen-2016-013518,"Objectives: Rates of youth suicide in Australian Indigenous communities are 4 times the national youth average and demand innovative interventions. Historical and persistent disadvantage is coupled with multiple barriers to help seeking. Mobile phone applications offer the opportunity to deliver therapeutic interventions directly to individuals in remote communities. The pilot study aimed to evaluate the effectiveness of a self-help mobile app (ibobbly) targeting suicidal ideation, depression, psychological distress and impulsivity among Indigenous youth in remote Australia. Setting: Remote and very remote communities in the Kimberley region of North Western Australia. Participants: Indigenous Australians aged 18-35 years. Interventions: 61 participants were recruited and randomised to receive either an app (ibobbly) which delivered acceptance-based therapy over 6 weeks or were waitlisted for 6 weeks and then received the app for the following 6 weeks. Primary and secondary outcome measures: The primary outcome was the Depressive Symptom Inventory -Suicidality Subscale (DSI-SS) to identify the frequency and intensity of suicidal ideation in the previous weeks. Secondary outcomes were the Patient Health Questionnaire 9 (PHQ-9), The Kessler Psychological Distress Scale (K10) and the Barratt Impulsivity Scale (BIS-11). Results: Although preintervention and postintervention changes on the (DSI-SS) were significant in the ibobbly arm (t=2.40; df=58.1; p=0.0195), these differences were not significant compared with the waitlist arm (t=1.05; df=57.8; p=0.2962). However, participants in the ibobbly group showed substantial and statistically significant reductions in PHQ-9 and K10 scores compared with waitlist. No differences were observed in impulsivity. Waitlist participants improved after 6 weeks of app use. Conclusions: Apps for suicide prevention reduce distress and depression but do not show significant reductions on suicide ideation or impulsivity. A feasible and acceptable means of lowering symptoms for mental health disorders in remote communities is via appropriately designed self-help apps. Â© 2017 Published by the BMJ Publishing Group Limited.",1,BMJ Open,J. Tighe and F. Shand and R. Ridani and A. MacKinnon and N. {De La Mata} and H. Christensen,2017,"adult, Article, controlled study, depression, female, human, male, mobile application, pilot study, mental health service, telemedicine, middle aged, randomized controlled trial, major clinical study, adolescent, Telemedicine, psychology, mental stress, young adult, impulsiveness, Adolescent, Adult, Female, Humans, Male, Middle Aged, Suicide, self evaluation, Patient Health Questionnaire 9, suicide, distress syndrome, Mobile Applications, Pilot Projects, Young Adult, self care, utilization, Depression, suicidal ideation, Psychological, Stress, Suicidal Ideation, Self-Management, self help, health service, Health Services, Impulsive Behavior, Indigenous Australian, Oceanic ancestry group, Oceanic Ancestry Group, Western Australia",NA,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011011265&doi=10.1136%2fbmjopen-2016-013518&partnerID=40&md5=b245f2a0607dbf1014564c3069f6bfd0,NA,NA,NA,NA,NA,NA
Article,Development of a hybrid application for psychotic disorders self-management,615,NA,10.1007/978-3-319-61118-1_28,"This paper describes iCOPE, a hybrid web/mobile application prototype with the purpose of improving the self-management of psychotic disorders. The development of iCOPE was driven by a multidisciplinary collaboration between mental health occupational therapists and medical computing engineers. A usability test was performed to assess the satisfaction with the technological proposal. Several modules were identified as crucial and were employed in iCOPE: stress management, problem solving, medication adherence, symptoms monitoring and social interaction. Results of a usability survey to therapists and patients revealed general approval of the user interfaces. Â© Springer International Publishing AG 2017.",NA,Advances in Intelligent Systems and Computing,R.S. {De Almeida} and C. Martins and A. Marques and D. Benevides and A. Costa and C. QueirÃ³s and T. Sousa and A. Almeida and N. Fonseca and L. Faria,2017,"Medical computing, Artificial intelligence, Application programs, Social interactions, Assistive technology, User interfaces, Ambient intelligence, Hybrid applications, Medication adherence, Multi-disciplinary collaborations, Psychotic disorders, Stress management, Usability",229--237,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021632793&doi=10.1007%2f978-3-319-61118-1_28&partnerID=40&md5=46e81215a120fb88554356f583b4b258,NA,NA,NA,NA,NA,NA
Article,"Intellicare: {An} eclectic, skills-based app suite for the treatment of depression and anxiety",19,NA,10.2196/jmir.6645,"Background: Digital mental health tools have tended to use psychoeducational strategies based on treatment orientations developed and validated outside of digital health. These features do not map well to the brief but frequent ways that people use mobile phones and mobile phone apps today. To address these challenges, we developed a suite of apps for depression and anxiety called IntelliCare, each developed with a focused goal and interactional style. IntelliCare apps prioritize interactive skills training over education and are designed for frequent but short interactions. Objective: The overall objective of this study was to pilot a coach-assisted version of IntelliCare and evaluate its use and efficacy at reducing symptoms of depression and anxiety. Methods: Participants, recruited through a health care system, Web-based and community advertising, and clinical research registries, were included in this single-arm trial if they had elevated symptoms of depression or anxiety. Participants had access to the 14 IntelliCare apps from Google Play and received 8 weeks of coaching on the use of IntelliCare. Coaching included an initial phone call plus 2 or more texts per week over the 8 weeks, with some participants receiving an additional brief phone call. Primary outcomes included the Patient Health Questionnaire-9 (PHQ-9) for depression and the Generalized Anxiety Disorder-7 (GAD-7) for anxiety. Participants were compensated up to US \$90 for completing all assessments; compensation was not for app use or treatment engagement. Results: Of the 99 participants who initiated treatment, 90.1\% (90/99) completed 8 weeks. Participants showed substantial reductions in the PHQ-9 and GAD-7 (P{\textbackslash}textless.001). Participants used the apps an average of 195.4 (SD 141) times over the 8 weeks. The average length of use was 1.1 (SD 2.1) minutes, and 95\% of participants downloaded 5 or more of the IntelliCare apps. Conclusions: This study supports the IntelliCare framework of providing a suite of skills-focused apps that can be used frequently and briefly to reduce symptoms of depression and anxiety. The IntelliCare system is elemental, allowing individual apps to be used or not used based on their effectiveness and utility, and it is eclectic, viewing treatment strategies as elements that can be applied as needed rather than adhering to a singular, overarching, theoretical model. Trial Registration: Clinicaltrials.gov NCT02176226; http://clinicaltrials.gov/ct2/show/NCT02176226 (Archived by WebCite at http://www.webcitation/6mQZuBGk1). Â© David C Mohr, Kathryn Noth Tomasino, Emily G. Lattie, Hannah L Palac, Mary J Kwasny, Kenneth Weingardt, Chris J Karr, Susan M Kaiser, Rebecca C Rossom, Leland R Bardsley, Lauren Caccamo, Colleen Stiles-Shields, Stephen M Schueller.",1,Journal of Medical Internet Research,D.C. Mohr and K.N. Tomasino and E.G. Lattie and H.L. Palac and M.J. Kwasny and K. Weingardt and C.J. Karr and S.M. Kaiser and R.C. Rossom and L.R. Bardsley and L. Caccamo and C. Stiles-Shields and S.M. Schueller,2017,"adult, depression, female, human, male, mobile application, anxiety, telemedicine, middle aged, Telemedicine, mobile phone, Adult, Female, Humans, Male, Middle Aged, Mobile Applications, Anxiety, Depression, Cell Phones",NA,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012893729&doi=10.2196%2fjmir.6645&partnerID=40&md5=d45747889996c5f41bd9187f8d1f1e20,NA,NA,NA,NA,NA,NA
Article,Mobile-application based cognitive behavior therapy ({CBT}) for identifying and managing depression and anxiety,10287 LNCS,NA,10.1007/978-3-319-58466-9_1,"Mobile technology is a cost effective and scalable platform for developing a therapeutic intervention. This paper discusses the development of a mobile application for people suffering with depression and anxiety. The application which we have developed is similar to a Cognitive Behavior Therapy (CBT) website, which is freely available on the internet. Past research has shown that CBT delivered over the internet is effective in alleviating the depressive symptoms in users. But, this delivery method is associated with some innate drawbacks, which caused user dropout and reduced adherence to the therapy. To overcome these shortfalls, from web based CBT delivery, a mobile application called MoodTrainer was developed. The application is equipped with mobile specific interventions and CBT modules which aim at delivering a dynamic supportive psychotherapy to the user. The mobile specific interventions using this application ensures that the user is constantly engaged with the application and focused to change the negative thought process. We present MoodTrainer as a self-efficacy tool and virtual CBT that is not meant to replace a clinical caregiver. Rather, it is a supportive tool that can be used to self-monitor, as well as a monitoring aid for clinicians. Â© Springer International Publishing AG 2017.",NA,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),S.A. Addepally and S. Purkayastha,2017,"mHealth, Mobile telecommunication systems, Behavioral research, Mobile applications, Depression, Mobile computing, Health risks, Mobile Technology, Ergonomics, Cognitive-behavior therapies, Depressive symptom, MoodTrainer, Risk management, Safety engineering, Supportive tools, Therapeutic intervention",3--12,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025159400&doi=10.1007%2f978-3-319-58466-9_1&partnerID=40&md5=da25d51c844c3dd57edc26dc2824395c,NA,NA,NA,NA,NA,NA
Article,Effects of digital {Cognitive} {Behavioural} {Therapy} for {Insomnia} on cognitive function: {Study} protocol for a randomised controlled trial,18,NA,10.1186/s13063-017-2012-6,"Background: The daytime effects of insomnia pose a significant burden to patients and drive treatment seeking. In addition to subjective deficits, meta-analytic data show that patients experience reliable objective impairments across several cognitive domains. While Cognitive Behavioural Therapy for Insomnia (CBT-I) is an effective and scalable treatment, we know little about its impact upon cognitive function. Trials of CBT-I have typically used proxy measures for cognitive functioning, such as fatigue or work performance scales, and no study has assessed self-reported impairment in cognitive function as a primary outcome. Moreover, only a small number of studies have assessed objective cognitive performance, pre-to-post CBT-I, with mixed results. This study specifically aims to (1) investigate the impact of CBT-I on cognitive functioning, assessed through both self-reported impairment and objective performance measures, and (2) examine whether change in sleep mediates this impact. Methods/design: We propose a randomised controlled trial of 404 community participants meeting criteria for Insomnia Disorder. In the DISCO trial (Defining the Impact of improved Sleep on COgnitive function (DISCO)) participants will be randomised to digital automated CBT-I delivered by a web and/or mobile platform (in addition to treatment as usual (TAU)) or to a wait-list control (in addition to TAU). Online assessments will take place at 0 (baseline), 10 (posttreatment), and 24 (follow-up) weeks. At week 25, all participants allocated to the wait-list group will be offered digital CBT-I, at which point the controlled element of the trial will be complete. The primary outcome is self-reported cognitive impairment at post-treatment (10 weeks). Secondary outcomes include objective cognitive performance, insomnia severity, sleepiness, fatigue, and self-reported cognitive failures and emotional distress. All main analyses will be carried out on completion of follow-up assessments and will be based on the intention-to-treat principle. Further analyses will determine to what extent observed changes in self-reported cognitive impairment and objective cognitive performance are mediated by changes in sleep. The trial is supported by the National Institute for Health Research (NIHR) Oxford Biomedical Research Centre (BRC) based at Oxford University Hospitals NHS Trust and University of Oxford, and by the NIHR Oxford Health BRC. Discussion: This study will be the first large-scale examination of the impact of digital CBT-I on self-reported cognitive impairment and objective cognitive performance. Â© The Author(s). 2017.",1,Trials,S.D. Kyle and M.E.D. Hurry and R. Emsley and A.I. Luik and X. Omlin and K. Spiegelhalder and C.A. Espie and C.E. Sexton,2017,NA,NA,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027563435&doi=10.1186%2fs13063-017-2012-6&partnerID=40&md5=80f25c117c248731a70c968747c8cb0f,NA,NA,NA,NA,NA,NA
InProceedings,"{""}don't make me an orphan, mom{""}: {A} mobile game to support smoking cessation",NA,NA,NA,"Quitting smoking is one of the biggest challenges of our time. Smartphone technology appears to be ideally suited to provide tailored smoking cessation. Analysis of existing mobile games shows three smoking secession approaches: intimidating the user through the threat of loss of life and health, motivating him to stop smoking by staying healthy, saving money, etc.; or providing smoking cessation support. The games, based on the idea of intimidation of the user, intimidate the user himself and make him feel uncomfortable. But the uncomfortable feeling of the smoker leaving behind his loved ones (especially kids) to suffer is much stronger than the fear to die; and it is hardly possible to get used to such anxiety. The paper presents a mobile game implementing a virtual dialogue of the smoking user with his child. Several times a day the user receives a virtual message from his child with a question on how many cigarettes the user has smoked during the last period of time. At the end of each day the user receives the emotional photo of his child with the text comments demonstrating the child attitude to the current smoking activity of the parent. To analyze the current state of the user in terms of his smoking activity the data on the number of smoked cigarettes is represented by a two-parameter random time series variable. Two indices reflecting the user smoking dynamics and smoking behavior are calculated as a function of this variable. The combination of the current values of indices is interpreted in terms of the smoking activity of the user. To organize a virtual dialogue of the user with his child, a nonlinear scenario is used. Some examples of the dialogue in the game are shown.",NA,NA,O. Shabalina and V. Aleynikov and A. Davtian and A. Matokhina and D.C. Moffat,2017,"Health, Tobacco, Health risks, Emotional photo, Mobile games, Smoking behavior index, Smoking cessations, Smoking dynamics, Virtual dialogue",63--70,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040118821&partnerID=40&md5=0b88211663b25a202511f8b22beb7bd2,"Proceedings of the {International} {Conference} on {E}-{Health}, {EH} 2017 - {Part} of the {Multi} {Conference} on {Computer} {Science} and {Information} {Systems} 2017",NA,NA,NA,NA,NA
Article,Using a smartphone app to reduce cognitive vulnerability and mild depressive symptoms: {Study} protocol of an exploratory randomized controlled trial,17,NA,10.1186/s13063-016-1740-3,"Background: Depression is a major challenge worldwide, with significant increasing personal, economic, and societal costs. Although empirically supported treatments have been developed, they are not always available for patients in routine clinical care. Therefore, we need effective and widely accessible strategies to prevent the onset of the very first depressive symptoms. Mental health apps could prove a valuable solution for this desideratum. Although preliminary research has indicated that such apps can be useful in treating depression, no study has attempted to test their utility in preventing depressive symptoms. The aim of this exploratory study is to contrast the efficacy of a smartphone app in reducing cognitive vulnerability and mild depressive symptoms, as risk factors for the onset of depression, against a wait-list condition. More specifically, we aim to test an app designed to (1) decrease general cognitive vulnerability and (2) promote engagement in protective, adaptive activities, while (3) counteracting (through gamification and customization) the tendency of premature dropout from intervention. Methods/design: Romanian-speaking adults (18years and older) with access to a computer and the Internet and who own a smartphone are included in the study. Two parallel randomized clinical trials are conducted: in the first one, 50 participants free of depressive symptoms (i.e., who obtain scores â‰¤4 on the Patient Health Questionnaire, PHQ-9) will be included, while in the second one 50 participants with minimal depressive symptoms (i.e., who obtain PHQ-9 scores between 5 and 9) will be included. Participants undergoing therapy, presenting with substance abuse problems, psychotic symptoms, and organic brain disorders, or serious legal or health issues that would prevent them from using the app, as well as participants reporting suicidal ideation are excluded. Participants randomized to the active intervention will autonomously use the smartphone app for 4weeks, while the others will be given access to the app after 4weeks from randomization. The primary outcomes are (1) cognitive vulnerability factors as defined within the cognitive behavioral therapy (CBT) paradigm (i.e., dysfunctional cognitions, irrational beliefs, and negative automatic thoughts) (for the first trial), and (2) level of depressive symptomatology (for the second trial). The app includes self-help materials and exercises based on CBT for depression, presented in a tailored manner and incorporating gamification elements aimed at boosting motivation to use the app. Discussion: This study protocol is the first to capitalize on the ubiquity of smartphones to large-scale dissemination of CBT-based strategies aimed at preventing depression in non-clinical populations. Trial registration: ClinicalTrials.gov: NCT02783118. Registered on 26 May 2016. Â© 2016 The Author(s).",1,Trials,C. Giosan and C. MogoaÅŸe and O. Cobeanu and A. {SzentÃ¡gotai TÄƒtar} and V. MureÅŸan and R. Boian,2016,"adult, Article, cognition, cognitive behavioral therapy, controlled study, depression, health belief, human, mobile application, clinical article, telemedicine, randomized controlled trial, risk factor, outcome assessment, clinical protocol, disease severity, psychological rating scale, treatment outcome, symptomatology, Telemedicine, psychology, cognitive defect, Humans, cognitive therapy, Cognitive Therapy, smartphone, Mobile Applications, devices, time factor, Time Factors, Depression, Psychiatric Status Rating Scales, Treatment Outcome, affect, Patient Health Questionnaire, motivation, self help, Smartphone, Cognition, methodology, Research Design, thinking, Affect, severity of illness index, Severity of Illness Index, Clinical Protocols, Cognitive Dysfunction, Romania",NA,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007478127&doi=10.1186%2fs13063-016-1740-3&partnerID=40&md5=6200492cade39b526fcd9de4e33fdbd7,NA,NA,NA,NA,NA,NA
Article,The use and effectiveness of mobile apps for depression: {Results} from a fully remote clinical trial,18,NA,10.2196/jmir.6482,"Background: Mobile apps for mental health have the potential to overcome access barriers to mental health care, but there is little information on whether patients use the interventions as intended and the impact they have on mental health outcomes. Objective: The objective of our study was to document and compare use patterns and clinical outcomes across the United States between 3 different self-guided mobile apps for depression. Methods: Participants were recruited through Web-based advertisements and social media and were randomly assigned to 1 of 3 mood apps. Treatment and assessment were conducted remotely on each participant's smartphone or tablet with minimal contact with study staff. We enrolled 626 English-speaking adults (â‰¥18 years old) with mild to moderate depression as determined by a 9-item Patient Health Questionnaire (PHQ-9) score â‰¥5, or if their score on item 10 was â‰¥2. The apps were (1) Project: EVO, a cognitive training app theorized to mitigate depressive symptoms by improving cognitive control, (2) iPST, an app based on an evidence-based psychotherapy for depression, and (3) Health Tips, a treatment control. Outcomes were scores on the PHQ-9 and the Sheehan Disability Scale. Adherence to treatment was measured as number of times participants opened and used the apps as instructed. Results: We randomly assigned 211 participants to iPST, 209 to Project: EVO, and 206 to Health Tips. Among the participants, 77.0\% (482/626) had a PHQ-9 score {\textbackslash}textgreater10 (moderately depressed). Among the participants using the 2 active apps, 57.9\% (243/420) did not download their assigned intervention app but did not differ demographically from those who did. Differential treatment effects were present in participants with baseline PHQ-9 score {\textbackslash}textgreater10, with the cognitive training and problem-solving apps resulting in greater effects on mood than the information control app (?22â‰¥6.46, Pâ‰¥.04). Conclusions: Mobile apps for depression appear to have their greatest impact on people with more moderate levels of depression. In particular, an app that is designed to engage cognitive correlates of depression had the strongest effect on depressed mood in this sample. This study suggests that mobile apps reach many people and are useful for more moderate levels of depression.",12,Journal of Medical Internet Research,P.A. Arean and K.A. Hallgren and J.T. Jordan and A. Gazzaley and D.C. Atkins and P.J. Heagerty and J.A. Anguera,2016,"adult, controlled study, depression, female, human, male, mobile application, randomized controlled trial, questionnaire, treatment outcome, psychotherapy, Adult, Female, Humans, Male, Surveys and Questionnaires, procedures, Mobile Applications, utilization, Depression, Treatment Outcome, Psychotherapy",NA,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008465430&doi=10.2196%2fjmir.6482&partnerID=40&md5=5b4287b8a90057f03525ef24da07b564,NA,NA,NA,NA,NA,NA
Article,Guided and unguided {Acceptance} and {Commitment} {Therapy} for social anxiety disorder and/or panic disorder provided via the {Internet} and a smartphone application: {A} randomized controlled trial,44,NA,10.1016/j.janxdis.2016.09.012,"Acceptance and Commitment Therapy (ACT) can be effective in treating anxiety disorders, yet there has been no study on Internet-delivered ACT for social anxiety disorder (SAD) and panic disorder (PD), nor any study investigating whether therapist guidance is superior to unguided self-help when supplemented with a smartphone application. In the current trial, n = 152 participants diagnosed with SAD and/or PD were randomized to therapist-guided or unguided treatment, or a waiting-list control group. Both treatment groups used an Internet-delivered ACT-based treatment program and a smartphone application. Outcome measures were self-rated general and social anxiety and panic symptoms. Treatment groups saw reduced general (d = 0.39) and social anxiety (d = 0.70), but not panic symptoms (d = 0.05) compared to the waiting-list group, yet no differences in outcomes were observed between guided and unguided interventions. We conclude that Internet-delivered ACT is appropriate for treating SAD and potentially PD. Smartphone applications may partially compensate for lack of therapist support. Â© 2016",NA,Journal of Anxiety Disorders,E. Ivanova and P. Lindner and K.H. Ly and M. Dahlin and K. Vernmark and G. Andersson and P. Carlbring,2016,"adult, Article, controlled study, female, human, male, mobile application, anxiety, middle aged, randomized controlled trial, major clinical study, outcome assessment, Internet, treatment outcome, psychology, comparative effectiveness, young adult, Adult, Female, Humans, Male, Middle Aged, procedures, self evaluation, smartphone, Young Adult, Computer-Assisted, self care, Treatment Outcome, computer assisted therapy, social phobia, telepsychiatry, Therapy, complication, doctor patient relation, self help, Self Care, Smartphone, acceptance and commitment therapy, Acceptance and Commitment Therapy, Phobia, Social, panic, Panic Disorder, therapist support",27--35,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991059235&doi=10.1016%2fj.janxdis.2016.09.012&partnerID=40&md5=46cd471ffa56e449cacec8c7ff5bb73b,NA,NA,NA,NA,NA,NA
